,link,title,description,category,out_of_stock,price,sku,image,image_url
99b221,https://www.kloubeckoi.com/5-5-6-pond-pack-koi-l3833-g8/,"(5) 5-6"" Pond Pack Koi #L3833(G8)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Pond Packs', 'Koi Fish For Sale/Shop All Koi Thumbnails']",False,249.99,22824,kloubec_data/99b221_(5)_5-6_Pond_Pack_Koi_#L3833(G8).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22824/28307/DSC_3833__69235.1745194423.jpg?c=2
8b3ae0,https://www.kloubeckoi.com/5-5-pond-pack-koi-l3816-g5/,"(5) 5"" Pond Pack Koi #L3816(G5)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Pond Packs', 'Koi Fish For Sale/Shop All Koi Thumbnails']",False,249.99,22821,kloubec_data/8b3ae0_(5)_5_Pond_Pack_Koi_#L3816(G5).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22821/28304/DSC_3816__16786.1745194422.jpg?c=2
2fb1f7,https://www.kloubeckoi.com/5-5-6-pond-pack-koi-l3807-g3/,"(5) 5-6"" Pond Pack Koi #L3807(G3)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Pond Packs', 'Koi Fish For Sale/Shop All Koi Thumbnails']",False,249.99,22819,kloubec_data/2fb1f7_(5)_5-6_Pond_Pack_Koi_#L3807(G3).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22819/28302/DSC_3807__79936.1745194421.jpg?c=2
bfbd5d,https://www.kloubeckoi.com/7-kigoi-koi-l3785-p10/,"7"" Kigoi Koi #L3785(P10)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Kigoi', 'Shop By Color/Yellow Koi For Sale', 'Koi Fish For Sale/Discounted Koi', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Koi Fish For Sale/$99 or Less Koi', 'Koi Fish For Sale/Koi Fish Deals']",False,99.99,22812,kloubec_data/bfbd5d_7_Kigoi_Koi_#L3785(P10).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22812/28295/DSC_3785__04997.1745194419.jpg?c=2
735a5c,https://www.kloubeckoi.com/7-kujaku-butterfly-koi-l3771-p10/,"7"" Kujaku Butterfly Koi #L3771(P10)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Butterfly Koi For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Kujaku', 'Koi Fish For Sale/Discounted Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Koi Fish For Sale/Koi Fish Deals']",False,109.99,22807,kloubec_data/735a5c_7_Kujaku_Butterfly_Koi_#L3771(P10).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22807/28290/DSC_3771__56224.1745194418.jpg?c=2
8ce09e,https://www.kloubeckoi.com/6-showa-koi-l3768-p10/,"6"" Showa Koi #L3768(P10)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Showa', 'Koi Fish For Sale/Discounted Koi', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Koi Fish For Sale/Koi Fish Deals']",False,109.99,22806,kloubec_data/8ce09e_6_Showa_Koi_#L3768(P10).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22806/28289/DSC_3768__34617.1745194418.jpg?c=2
b65b11,https://www.kloubeckoi.com/6-5-kohaku-koi-l3749-p10/,"6.5"" Kohaku Koi #L3749(P10)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Kohaku', 'Shop By Color/Red Koi For Sale', 'Koi Fish For Sale/Discounted Koi', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Koi Fish For Sale/$99 or Less Koi', 'Koi Fish For Sale/Koi Fish Deals']",False,89.99,22799,kloubec_data/b65b11_6.5_Kohaku_Koi_#L3749(P10).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22799/28282/DSC_3749__29090.1745194416.jpg?c=2
3a4226,https://www.kloubeckoi.com/6-5-kikokuryu-koi-l3745-p10/,"6.5"" Kikokuryu Koi #L3745(P10)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Kikokuryu', 'Koi Fish For Sale/Discounted Koi', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Koi Fish For Sale/$99 or Less Koi', 'Koi Fish For Sale/Koi Fish Deals']",False,99.99,22798,kloubec_data/3a4226_6.5_Kikokuryu_Koi_#L3745(P10).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22798/28281/DSC_3745__39264.1745194415.jpg?c=2
fa3be4,https://www.kloubeckoi.com/7-5-doitsu-hariwake-koi-l3736-p10/,"7.5"" Doitsu Hariwake Koi #L3736(P10)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Hariwake', 'Koi Fish For Sale/Discounted Koi', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Koi Fish For Sale/$99 or Less Koi', 'Koi Fish For Sale/Koi Fish Deals']",False,79.99,22794,kloubec_data/fa3be4_7.5_Doitsu_Hariwake_Koi_#L3736(P10).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22794/28277/DSC_3736__82776.1745194414.jpg?c=2
93480f,https://www.kloubeckoi.com/9-sanke-butterfly-koi-l3720-p1/,"9"" Sanke Butterfly Koi #L3720(P1)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Butterfly Koi For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Sanke', 'Koi Fish For Sale/Discounted Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Koi Fish For Sale/Koi Fish Deals']",False,249.99,22789,kloubec_data/93480f_9_Sanke_Butterfly_Koi_#L3720(P1).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22789/28273/DSC_3720__01003.1745194413.jpg?c=2
7b0fa7,https://www.kloubeckoi.com/9-5-yamabuki-ogon-butterfly-koi-l3697-p1/,"9.5"" Yamabuki Ogon Butterfly Koi #L3697(P1)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Butterfly Koi For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Yamabuki', 'Shop By Color/Yellow Koi For Sale', 'Koi Fish For Sale/Koi Fish For Sale']",False,149.99,22784,kloubec_data/7b0fa7_9.5_Yamabuki_Ogon_Butterfly_Koi_#L3697(P1).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22784/28268/DSC_3697__72285.1745194411.jpg?c=2
0899ca,https://www.kloubeckoi.com/13-yamabuki-ogon-koi-l3696-p1/,"13"" Yamabuki Ogon Koi #L3696(P1)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Yamabuki', 'Shop By Color/Yellow Koi For Sale', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Koi Fish For Sale/Large Koi For Sale']",False,179.99,22783,kloubec_data/0899ca_13_Yamabuki_Ogon_Koi_#L3696(P1).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22783/28267/DSC_3696__39724.1745194411.jpg?c=2
a6a5b7,https://www.kloubeckoi.com/12-5-kigoi-koi-l3692-p1/,"12.5"" Kigoi Koi #L3692(P1)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Kigoi', 'Shop By Color/Yellow Koi For Sale', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Koi Fish For Sale/Large Koi For Sale']",False,149.99,22782,kloubec_data/a6a5b7_12.5_Kigoi_Koi_#L3692(P1).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22782/28266/DSC_3692__14465.1745194410.jpg?c=2
0c078a,https://www.kloubeckoi.com/11-5-kohaku-koi-l3675-p1/,"11.5"" Kohaku Koi #L3675(P1)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Kohaku', 'Shop By Color/Red Koi For Sale', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Koi Fish For Sale/Large Koi For Sale']",False,299.99,22781,kloubec_data/0c078a_11.5_Kohaku_Koi_#L3675(P1).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22781/28265/DSC_3675__83484.1745194410.jpg?c=2
8938f9,https://www.kloubeckoi.com/8-kohaku-butterfly-koi-j41821-x21/,"8"" Kohaku Butterfly Koi #J41821(X21)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Butterfly Koi For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Kohaku', 'Shop By Color/Red Koi For Sale', 'Koi Fish For Sale/Koi Fish For Sale']",False,199.99,22775,kloubec_data/8938f9_8_Kohaku_Butterfly_Koi_#J41821(X21).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22775/28250/41821-doitsu-kohaku-butterfly-koi__91704.1745074071.jpg?c=2
82ffdf,https://www.kloubeckoi.com/8-scarlet-doitsu-koi-j41825-x21/,"8"" ""Scarlet"" Doitsu Koi #J41825(X21)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop By Color/Red Koi For Sale', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Shop by Variety/More Koi Varieties']",False,199.99,22774,kloubec_data/82ffdf_8_Scarlet_Doitsu_Koi_#J41825(X21).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22774/28248/41825-doitsu-koi__27175.1745073888.jpg?c=2
7e3e4d,https://www.kloubeckoi.com/10-lily-doitsu-platinum-ogon-butterfly-koi-j41823-x21/,"10"" ""Lily"" Doitsu Platinum Ogon Butterfly Koi #J41823(X21)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Butterfly Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Ogon', 'Shop By Color/White Koi For Sale', 'Koi Fish For Sale/Koi Fish For Sale', 'Shop by Variety/Platinum Ogon', 'Koi Fish For Sale/Large Koi For Sale']",False,599.99,22773,kloubec_data/7e3e4d_10_Lily_Doitsu_Platinum_Ogon_Butterfly_Koi_#J41823(X21).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22773/28246/41823-doitsu-platinum-ogon-koi__55713.1745073700.jpg?c=2
15a495,https://www.kloubeckoi.com/7-doitsu-aka-bekko-koi-j41824-x21/,"7"" Doitsu Aka Bekko Koi #J41824(X21)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Bekko', 'Shop By Color/Red Koi For Sale', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale']",False,149.99,22771,kloubec_data/15a495_7_Doitsu_Aka_Bekko_Koi_#J41824(X21).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22771/28242/41824-doitsu-aka-bekko-koi__85094.1745072948.jpg?c=2
37c2a8,https://www.kloubeckoi.com/3-5-6-best-buds-hikari-koi-pond-pack-j4187-j4/,"(3) 5-6"" ""Best Buds"" Hikari Koi Pond Pack #J4187(J4)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Pond Packs', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale']",False,249.99,22764,kloubec_data/37c2a8_(3)_5-6_Best_Buds_Hikari_Koi_Pond_Pack_#J4187(J4).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22764/28228/4187-hikari-pond-pack__12327.1745063118.jpg?c=2
e6e2a4,https://www.kloubeckoi.com/9-gin-shiro-bekko-butterfly-koi-j41814-e3/,"9"" Gin Shiro Bekko Butterfly Koi #J41814(E3)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Butterfly Koi For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Bekko', 'Shop By Color/Black and White Koi For Sale', 'Koi Fish For Sale/Koi Fish For Sale']",False,249.99,22761,kloubec_data/e6e2a4_9_Gin_Shiro_Bekko_Butterfly_Koi_#J41814(E3).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22761/28222/41814-gin-shiro-bekko-butterfly-koi__48984.1745060549.jpg?c=2
ba9e3b,https://www.kloubeckoi.com/7-nova-gin-rin-shiro-muji-koi-j41813-e3/,"7"" ""Nova"" Gin Rin Shiro Muji Koi #J41813(E3)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop By Color/White Koi For Sale', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Shop by Variety/Shiro Muji']",False,199.99,22760,kloubec_data/ba9e3b_7_Nova_Gin_Rin_Shiro_Muji_Koi_#J41813(E3).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22760/28220/41813-gin-rin-shiro-muji-koi__74455.1745060138.jpg?c=2
420d00,https://www.kloubeckoi.com/3-6-8-fab-three-koi-pond-pack-j4185-j1/,"(3) 6-8"" ""Fab Three"" Koi Pond Pack #J4185(J1)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Pond Packs', 'Koi Fish For Sale/Small Koi For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Shop By Color/Orange Koi For Sale']",False,349.99,22758,kloubec_data/420d00_(3)_6-8_Fab_Three_Koi_Pond_Pack_#J4185(J1).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22758/28214/4185-hikari-pond-pack__20502.1745057858.jpg?c=2
f8cf07,https://www.kloubeckoi.com/17-doitsu-koi-k3827-m18/,"17"" Doitsu Koi #K3827(M18)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Shop By Color/Orange Koi For Sale', 'Koi Fish For Sale/Jumbo Koi For Sale']",False,459.99,22753,kloubec_data/f8cf07_17_Doitsu_Koi_#K3827(M18).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22753/28203/3827_DOitsu_Koi__74977.1744655705.jpg?c=2
3a8011,https://www.kloubeckoi.com/11-doitsu-yamato-nishiki-koi-k1411-m14/,"11"" Doitsu Yamato Nishiki Koi #K1411(M14)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop By Color/Red Koi For Sale', 'Shop by Variety/Yamato Nishiki', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale', 'Koi Fish For Sale/Large Koi For Sale']",False,599.99,22747,kloubec_data/3a8011_11_Doitsu_Yamato_Nishiki_Koi_#K1411(M14).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22747/28191/Beni_Kiko__18140.1744398932.jpg?c=2
38955a,https://www.kloubeckoi.com/12-5-goromo-koi-k1431-m14/,"12.5"" Goromo Koi #K1431(M14)",Kloubec Koi Farm is your trusted source for the best koi online. All Kloubec Koi have gone through an extensive health procedure to ensure that each one arrives at its new home in tip-top shape. Koi health and vigor is one of our main goals. We have the...,"['Koi Fish For Sale', 'Koi Fish For Sale/Shop All Koi Thumbnails', 'Shop by Variety/Goromo', 'Koi Fish For Sale/Standard Fin Koi', 'Koi Fish For Sale/Koi Fish For Sale']",False,499.99,22745,kloubec_data/38955a_12.5_Goromo_Koi_#K1431(M14).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/22745/28189/Goromo__06246.1744398864.jpg?c=2
